slno, Wall_1,Humid1, Wall_2,Humid2, Wall3,Humid3, Wall_4,Humid4, Outside, T_m, U_PID, Fanspeed
1354,25,74,26,75,26,90,25,82,28,,,
1355,25,74,26,75,26,90,25,82,28,,,
1356,25,75,26,75,26,89,25,82,28,,,
1357,25,74,26,75,26,90,25,82,28,,,
1358,25,75,26,76,26,90,25,82,28,,,
1359,25,75,26,76,26,90,25,83,28,,,
1360,25,75,26,76,26,90,25,83,28,,,
1361,25,76,26,76,26,91,25,83,28,,,
1362,25,76,26,77,26,91,25,83,28,,,
1363,25,76,26,77,26,91,25,83,28,,,
1364,25,76,26,77,26,91,25,83,28,,,
1365,25,76,26,77,26,91,25,83,28,,,
1366,25,76,26,77,27,92,25,84,28,,,
1367,25,76,26,78,27,91,25,83,28,,,
1368,25,75,26,78,27,91,25,83,28,,,
1369,25,74,26,79,27,91,25,82,28,,,
1370,25,75,26,79,27,91,25,82,28,,,
1371,25,75,26,78,27,91,25,82,28,,,
1372,25,76,26,78,27,90,25,82,28,,,
1373,25,76,26,77,27,89,25,81,28,,,
1374,25,76,26,77,27,89,25,80,28,,,
1375,25,77,26,76,27,90,25,80,28,,,
1376,24,75,26,75,27,89,25,80,28,,,
1377,24,74,26,74,27,88,25,79,28,,,
1378,24,76,26,73,27,87,25,78,28,,,
1379,24,75,26,72,27,89,25,78,28,,,
1380,24,75,26,72,27,87,25,77,28,,,
1381,24,73,26,71,27,86,25,76,28,,,
1382,24,73,26,71,27,88,25,75,28,,,
1383,24,72,26,69,27,85,25,75,28,,,
1384,24,72,26,69,26,85,25,75,28,,,
1385,24,72,26,69,26,87,25,74,28,,,
1386,24,72,26,68,26,83,25,73,28,,,
1387,24,72,26,68,26,84,25,73,28,,,
1388,24,72,26,66,26,83,25,72,28,,,
1389,24,72,26,66,26,83,25,72,29,,,
1390,24,73,26,66,26,85,25,73,29,,,
1391,24,73,26,66,26,86,25,75,29,,,
1392,24,72,26,66,26,85,25,75,29,,,
1393,24,72,26,67,26,87,25,75,29,,,
1394,24,71,26,67,26,87,25,76,29,,,
1395,24,72,26,68,26,86,25,77,29,,,
1396,24,73,26,68,26,87,25,77,29,,,
1397,24,74,26,69,26,89,25,78,29,,,
1398,24,73,26,69,26,88,25,78,29,,,
1399,24,74,26,69,26,88,25,79,29,,,
1400,24,73,26,69,26,88,25,79,29,,,
1401,24,73,26,69,26,88,25,79,29,,,
1402,24,73,26,70,26,88,25,80,29,,,
1403,25,73,26,71,26,88,25,80,29,,,
1404,25,72,26,71,26,89,25,80,29,,,
1405,25,73,26,73,26,91,25,80,29,,,
1406,25,73,26,73,26,90,25,80,29,,,
1407,25,74,26,73,26,89,25,81,29,,,
1408,25,74,26,74,26,89,25,81,29,,,
1409,25,74,26,74,26,90,25,81,29,,,
1410,25,74,26,74,26,89,25,81,29,,,
1411,25,74,26,75,26,90,25,81,29,,,
1412,25,74,26,75,26,92,25,82,29,,,
1413,25,75,26,75,26,89,25,82,29,,,
1414,25,75,26,75,26,90,25,82,29,,,
1415,25,75,26,76,26,90,25,82,29,,,
1416,25,75,26,76,26,89,25,82,29,,,
1417,25,75,26,76,26,92,25,83,29,,,
1418,25,75,26,76,26,90,25,83,29,,,
1419,25,75,26,77,26,91,25,83,29,,,
1420,25,75,26,77,26,91,25,83,29,,,
1421,25,75,26,77,26,92,25,83,29,,,
1422,25,75,26,77,26,90,25,83,29,,,
1423,25,76,26,78,27,90,25,83,29,,,
1424,25,75,26,78,27,92,25,83,29,,,
1425,25,74,26,78,27,89,25,83,29,,,
1426,25,74,26,78,27,90,25,82,29,,,
1427,25,75,26,78,27,89,25,82,29,,,
1428,25,75,26,77,27,91,25,81,29,,,
1429,25,76,26,77,27,89,25,81,29,,,
1430,25,75,26,75,27,88,25,81,29,,,
1431,25,75,26,75,27,90,25,80,29,,,
1432,24,75,26,74,27,87,25,79,29,,,
1433,24,75,26,73,27,87,25,79,29,,,
1434,24,75,26,73,27,86,25,78,29,,,
1435,24,75,26,72,27,86,25,77,29,,,
1436,24,72,26,70,27,87,25,75,29,,,
1437,24,73,26,70,27,85,25,75,29,,,
1438,24,72,26,70,26,82,25,74,29,,,
1439,24,73,26,69,26,85,25,74,29,,,
1440,24,71,26,69,26,83,25,73,29,,,
1441,24,71,26,68,26,82,25,72,29,,,
1442,24,72,26,67,26,82,25,72,29,,,
1443,24,72,26,67,26,82,25,72,29,,,
1444,24,73,26,67,26,84,25,72,29,,,
1445,24,73,26,66,26,82,25,73,29,,,
1446,24,74,26,66,26,84,25,74,29,,,
1447,24,73,26,66,26,86,25,75,29,,,
1448,24,72,26,67,26,86,25,75,29,,,
1449,24,71,26,67,26,86,25,74,29,,,
1450,24,71,26,67,26,86,25,74,29,,,
1451,24,71,26,68,26,86,25,75,29,,,
1452,24,72,26,68,26,86,25,75,29,,,
1453,24,72,26,68,26,85,25,75,29,,,
1454,25,72,26,68,26,87,25,75,29,,,
1455,25,72,26,69,26,87,25,76,29,,,
1456,25,72,26,69,26,87,25,76,29,,,
1457,25,72,26,69,26,87,25,76,29,,,
1458,25,71,26,70,26,87,25,76,29,,,
1459,25,72,26,70,26,86,25,76,29,,,
1460,25,71,26,71,26,88,25,76,29,,,
1461,25,71,26,71,26,87,25,76,29,,,
1462,25,71,26,71,26,88,25,76,29,,,
1463,25,71,26,71,26,87,25,76,29,,,
1464,25,72,26,71,26,88,25,76,29,,,
1465,25,72,26,72,26,89,26,77,29,,,
1466,25,72,26,72,26,88,26,78,29,,,
1467,25,72,26,72,26,88,26,78,29,,,
1468,25,72,26,72,26,90,26,78,29,,,
1469,25,72,26,72,26,89,26,78,29,,,
1470,25,72,26,73,26,88,26,78,29,,,
1471,25,72,26,73,26,88,26,78,29,,,
1472,25,72,26,73,26,88,26,78,29,,,
1473,25,73,26,73,26,89,26,79,29,,,
1474,25,74,26,73,26,89,26,79,29,,,
1475,25,74,26,74,26,89,26,79,29,,,
1476,26,74,26,74,27,88,26,79,29,,,
1477,26,75,26,74,27,89,26,79,29,,,
1478,26,74,26,74,27,89,26,79,29,,,
1479,26,74,26,74,27,88,26,79,29,,,
1480,26,75,26,74,27,88,26,80,29,,,
1481,26,74,26,75,27,89,26,80,29,,,
1482,26,75,26,75,27,88,26,80,29,,,
1483,26,75,26,75,27,89,26,80,29,,,
1484,26,75,26,75,27,89,26,80,29,,,
1485,26,75,26,76,27,90,26,80,29,,,
1486,26,75,26,76,27,90,26,80,29,,,
1487,26,75,26,76,27,90,26,81,29,,,
1488,26,75,26,76,27,90,26,81,29,,,
1489,26,75,26,76,27,90,26,81,29,,,
1490,26,75,26,76,27,89,26,81,29,,,
1491,26,76,26,77,27,89,26,81,29,,,
1492,26,76,26,77,27,90,26,82,29,,,
1493,26,75,26,77,27,91,26,82,29,,,
1494,26,76,26,78,27,92,26,82,29,,,
1495,26,77,26,78,27,92,26,82,29,,,
1496,26,76,26,78,27,90,26,82,29,,,
1497,26,77,26,79,27,90,26,83,29,,,
1498,26,77,26,78,27,91,26,83,29,,,
1499,26,77,26,78,27,91,26,83,29,,,
1500,26,77,26,79,27,90,26,84,29,,,
1501,26,77,26,79,27,91,26,84,29,,,
1502,26,77,26,79,27,91,26,84,29,,,
1503,26,77,26,80,27,92,26,84,29,,,
1504,26,78,26,80,27,91,26,85,29,,,
1505,26,77,26,80,27,91,26,85,29,,,
1506,26,77,26,80,27,92,26,85,29,,,
1507,26,78,26,81,27,91,26,85,29,,,
1508,26,77,26,80,27,92,26,85,29,,,
1509,26,77,26,80,27,92,26,86,29,,,
1510,26,77,26,81,27,92,26,86,29,,,
1511,26,77,26,81,27,92,26,86,29,,,
1512,26,78,26,82,27,93,26,86,29,,,
1513,26,78,26,82,27,93,26,86,29,,,
1514,26,78,26,82,27,93,26,86,29,,,
1515,26,78,26,82,27,93,26,87,29,,,
1516,26,78,26,83,27,92,26,87,29,,,
1517,26,78,26,83,27,92,26,87,29,,,
1518,26,78,26,83,27,93,26,87,29,,,
1519,26,79,26,83,27,94,26,87,29,,,
1520,26,78,26,83,27,93,26,87,29,,,
1521,26,79,26,84,27,93,26,88,29,,,
1522,26,79,26,83,27,95,26,88,29,,,
1523,26,79,26,84,27,94,26,88,29,,,
1524,26,79,26,84,27,93,26,88,29,,,
1525,26,79,26,84,27,94,26,88,29,,,
1526,26,79,26,84,27,94,26,88,29,,,
1527,26,79,26,84,27,94,26,88,29,,,
1528,26,80,26,84,27,94,26,88,29,,,
1529,26,80,26,85,27,94,26,88,29,,,
1530,26,80,26,85,27,94,26,88,29,,,
1531,26,80,26,85,27,94,26,88,29,,,
1532,26,80,26,85,27,94,26,88,29,,,
1533,26,80,26,85,27,94,26,88,29,,,
1534,26,80,26,85,27,95,26,88,29,,,
1535,26,80,26,85,27,94,26,89,29,,,
1536,26,80,26,85,27,95,26,88,29,,,
1537,26,80,26,85,27,94,26,89,29,,,
1538,26,80,26,85,27,95,26,88,29,,,
1539,26,80,26,85,27,95,26,89,29,,,
1540,26,78,26,85,27,94,26,88,29,,,
1541,26,78,26,85,27,93,26,87,29,,,
1542,26,79,26,85,27,94,26,87,29,,,
1543,26,79,26,85,27,94,26,87,29,,,
1544,26,78,26,84,27,92,26,87,29,,,
1545,26,79,26,83,27,93,26,86,29,,,
1546,25,78,26,83,27,93,26,85,29,,,
1547,25,78,26,82,27,92,26,85,29,,,
1548,25,78,26,81,27,91,26,84,29,,,
1549,25,78,26,79,27,90,26,83,29,,,
1550,25,78,26,79,27,90,26,83,29,,,
1551,25,77,26,78,27,89,26,82,29,,,
1552,25,78,26,78,27,88,26,81,29,,,
1553,25,77,26,77,27,88,26,80,29,,,
1554,25,76,26,76,27,87,26,80,29,,,
1555,25,78,26,75,27,86,26,79,29,,,
1556,25,77,26,74,27,87,26,79,29,,,
1557,25,76,26,74,27,86,26,78,29,,,
1558,25,76,26,72,27,86,26,78,29,,,
1559,25,73,26,72,27,85,26,77,29,,,
1560,25,75,26,72,27,84,26,77,29,,,
1561,25,76,26,72,27,85,26,76,29,,,
1562,25,77,26,71,27,88,26,79,29,,,
1563,25,77,26,71,27,89,26,79,29,,,
1564,25,76,26,71,27,90,26,79,29,,,
1565,25,75,26,72,27,90,26,79,29,,,
1566,25,76,26,72,27,89,26,79,29,,,
1567,25,75,26,73,27,88,26,79,29,,,
1568,25,75,26,73,27,89,26,79,29,,,
1569,25,75,26,74,27,89,26,80,29,,,
1570,25,76,26,74,27,89,26,80,29,,,
1571,25,76,26,74,27,89,26,80,29,,,
1572,25,75,26,74,27,89,26,80,29,,,
1573,25,76,26,74,27,89,26,81,29,,,
1574,25,75,26,74,27,90,26,80,29,,,
1575,25,75,26,75,27,90,26,81,29,,,
1576,25,75,26,75,27,89,26,80,29,,,
1577,25,75,26,75,27,90,26,81,29,,,
1578,25,75,26,76,27,90,26,81,29,,,
1579,25,75,26,76,27,90,26,81,29,,,
1580,25,75,26,76,27,92,26,81,29,,,
1581,26,75,26,76,27,90,26,81,29,,,
1582,26,76,26,76,27,89,26,81,29,,,
1583,26,76,26,76,27,89,26,81,29,,,
1584,26,76,26,76,27,90,26,82,29,,,
1585,26,76,26,77,27,90,26,82,29,,,
1586,26,76,26,77,27,92,26,82,29,,,
1587,26,76,26,77,27,90,26,82,29,,,
1588,26,76,26,77,27,91,26,82,29,,,
1589,26,76,26,77,27,90,26,82,29,,,
1590,26,76,26,77,27,91,26,82,29,,,
1591,26,76,26,77,27,91,26,82,29,,,
1592,26,77,26,78,27,91,26,82,29,,,
1593,26,77,26,78,27,93,26,83,29,,,
1594,26,77,26,78,27,91,26,83,29,,,
1595,26,77,26,79,27,91,26,83,29,,,
1596,26,77,26,78,27,92,26,83,29,,,
1597,26,77,26,79,27,91,26,83,29,,,
1598,26,77,26,79,27,91,26,83,29,,,
1599,26,77,26,79,27,91,26,83,29,,,
1600,26,77,27,79,27,91,26,83,29,,,
1601,26,77,27,79,27,91,26,83,29,,,
1602,26,77,27,80,27,91,26,84,29,,,
1603,26,77,27,79,27,92,26,84,29,,,
1604,26,77,27,79,27,91,26,84,29,,,
1605,26,78,27,79,27,92,26,85,29,,,
1606,26,78,27,80,27,91,26,85,29,,,
1607,26,78,27,80,27,92,26,85,29,,,
1608,26,78,27,81,27,91,26,86,29,,,
1609,26,78,27,81,27,92,26,86,29,,,
1610,26,78,27,81,27,92,26,86,29,,,
1611,26,78,27,81,27,93,26,86,29,,,
1612,26,78,27,82,27,94,26,86,29,,,
1613,26,78,27,82,27,92,26,86,29,,,
1614,26,79,27,82,27,94,26,86,29,,,
1615,26,79,27,82,27,93,26,87,29,,,
1616,26,79,27,83,27,93,26,87,29,,,
1617,26,79,27,83,27,95,26,87,29,,,
1618,26,79,27,83,27,92,26,87,29,,,
1619,26,79,27,83,27,93,26,87,29,,,
1620,26,79,27,83,27,93,26,87,29,,,
1621,26,80,27,84,27,95,26,88,29,,,
1622,26,79,27,84,27,94,26,88,29,,,
1623,26,80,27,84,27,94,26,88,29,,,
1624,26,79,27,84,27,94,26,88,29,,,
1625,26,80,27,85,27,94,26,88,29,,,
1626,26,79,27,85,27,94,26,88,29,,,
1627,26,80,27,85,27,95,26,88,29,,,
1628,26,80,27,85,27,94,26,88,29,,,
1629,27,80,27,85,27,94,26,88,29,,,
1630,27,80,27,85,27,94,26,88,29,,,
1631,27,80,27,85,27,95,26,88,29,,,
1632,27,80,27,85,27,94,26,88,29,,,
1633,27,80,27,85,27,94,26,89,29,,,
1634,27,80,27,86,27,94,26,89,29,,,
1635,27,81,27,86,27,95,26,89,29,,,
1636,27,80,27,86,27,95,26,88,29,,,
1637,27,80,27,86,27,95,26,89,29,,,
1638,27,81,27,86,27,95,26,89,29,,,
1639,27,80,27,86,27,95,26,89,29,,,
1640,27,81,27,87,27,95,26,89,29,,,
1641,27,81,27,86,27,95,26,89,29,,,
1642,27,80,27,87,27,95,26,89,29,,,
1643,27,81,27,87,27,95,26,89,29,,,
1644,27,81,27,87,27,95,26,89,29,,,
1645,27,81,27,87,27,95,26,89,29,,,
1646,27,80,27,87,27,95,26,89,29,,,
1647,27,81,27,87,27,95,26,89,29,,,
1648,27,81,27,87,27,95,26,89,29,,,
1649,27,81,27,87,27,95,26,89,29,,,
1650,27,81,27,87,27,95,26,89,29,,,
1651,27,81,27,87,27,95,26,89,29,,,
1652,27,81,27,87,27,95,26,89,29,,,
1653,27,81,27,87,27,95,26,89,29,,,
1654,27,81,27,87,27,95,26,89,29,,,
1655,27,81,27,88,27,95,26,89,29,,,
1656,27,81,27,88,27,95,26,89,29,,,
1657,27,81,27,88,27,95,26,89,29,,,
1658,27,81,27,88,27,95,26,89,29,,,
1659,27,81,27,88,27,95,26,90,29,,,
1660,27,81,27,88,27,95,26,89,29,,,
1661,27,81,27,88,27,95,26,89,29,,,
1662,27,81,27,88,27,95,26,90,29,,,
1663,27,81,27,88,27,95,26,90,29,,,
1664,27,81,27,88,27,95,26,90,29,,,
1665,27,81,27,88,27,95,26,90,29,,,
1666,27,81,27,88,27,95,26,90,29,,,
1667,27,81,27,88,27,95,26,90,29,,,
1668,27,81,27,88,27,95,26,90,29,,,
1669,27,81,27,88,27,95,26,89,29,,,
1670,27,81,27,88,27,95,26,90,29,,,
1671,27,81,27,88,27,95,26,89,29,,,
1672,27,81,27,88,27,95,26,89,29,,,
1673,27,80,27,88,27,95,26,88,29,,,
1674,27,80,27,88,27,95,26,88,29,,,
1675,27,80,27,86,27,95,26,88,29,,,
1676,26,81,27,86,27,94,26,88,29,,,
1677,26,81,27,85,27,94,26,88,29,,,
1678,26,80,27,84,27,95,26,86,29,,,
1679,26,81,27,84,27,93,26,86,29,,,
1680,26,80,27,83,27,92,26,85,29,,,
1681,26,80,27,82,27,93,26,85,29,,,
1682,26,79,27,81,27,92,26,84,29,,,
1683,26,83,27,81,27,93,26,84,29,,,
1684,26,81,27,80,27,90,26,84,29,,,
1685,26,83,27,80,27,92,26,86,29,,,
1686,26,82,27,80,27,93,26,86,29,,,
1687,26,81,27,80,27,93,26,86,29,,,
1688,26,81,27,80,27,93,26,86,29,,,
1689,26,81,27,81,27,95,26,87,29,,,
1690,26,82,27,82,27,94,26,87,29,,,
1691,26,82,27,82,27,93,26,88,29,,,
1692,26,81,27,82,27,94,26,88,29,,,
1693,26,81,27,82,27,94,26,88,29,,,
1694,26,81,27,82,27,95,26,88,29,,,
1695,26,82,27,82,27,94,26,88,29,,,
1696,26,81,27,83,27,95,26,89,29,,,
1697,26,81,27,84,27,95,26,89,29,,,
1698,26,82,27,85,27,95,26,89,29,,,
1699,26,82,27,85,27,95,26,89,29,,,
1700,26,82,27,85,27,95,26,89,29,,,
1701,26,82,27,85,27,95,26,89,29,,,
1702,26,82,27,86,27,95,26,89,29,,,
1703,26,82,27,86,27,95,26,89,29,,,
1704,26,82,27,86,27,95,26,90,29,,,
1705,26,83,27,86,27,95,26,90,29,,,
1706,26,83,27,86,27,95,26,90,29,,,
1707,26,83,27,87,27,95,26,90,29,,,
1708,26,83,27,87,27,95,26,90,29,,,
1709,26,83,27,87,27,95,26,90,29,,,
1710,26,83,27,87,27,95,26,90,29,,,
1711,26,83,27,87,27,95,26,90,29,,,
1712,26,83,27,87,27,95,26,90,29,,,
1713,26,83,27,87,27,95,26,90,29,,,
1714,26,83,27,87,27,95,26,90,29,,,
1715,26,83,27,87,27,95,26,90,29,,,
1716,26,83,27,87,27,95,26,90,29,,,
1717,27,83,27,87,27,95,26,90,29,,,
1718,27,83,27,88,27,95,26,90,29,,,
1719,27,83,27,88,27,95,26,91,29,,,
1720,27,83,27,88,27,95,26,90,29,,,
1721,27,83,27,88,27,95,26,90,29,,,
1722,27,83,27,88,27,95,26,90,29,,,
1723,27,83,27,88,27,95,26,91,29,,,
1724,27,83,27,88,27,95,26,90,29,,,
1725,27,82,27,88,27,95,26,90,29,,,
1726,27,83,27,88,27,95,26,91,29,,,
1727,27,83,27,88,27,95,26,90,29,,,
1728,27,83,27,88,27,95,26,90,29,,,
1729,27,82,27,88,27,95,26,90,29,,,
1730,27,82,27,88,27,95,26,90,29,,,
1731,27,82,27,89,27,95,26,90,29,,,
1732,27,82,27,88,27,95,26,90,29,,,
1733,27,82,27,88,27,95,26,90,29,,,
1734,27,82,27,88,27,95,26,90,29,,,
1735,27,82,27,89,27,95,26,90,29,,,
1736,27,82,27,88,27,95,26,90,29,,,
1737,27,82,27,88,27,95,26,90,29,,,
1738,27,82,27,88,27,95,26,90,29,,,
1739,27,82,27,89,27,95,26,90,29,,,
1740,27,82,27,89,27,95,26,90,29,,,
1741,27,82,27,89,27,95,26,90,29,,,
1742,27,82,27,89,27,95,27,90,29,,,
1743,27,82,27,89,27,95,27,90,29,,,
1744,27,82,27,89,27,95,27,90,29,,,
1745,27,82,27,89,27,95,27,90,29,,,
1746,27,82,27,89,27,95,27,90,29,,,
1747,27,82,27,89,27,95,27,90,29,,,
1748,27,82,27,88,27,95,27,90,29,,,
1749,27,82,27,88,27,95,27,90,29,,,
1750,27,82,27,88,27,95,27,90,29,,,
1751,27,82,27,88,27,95,27,90,29,,,
1752,27,82,27,88,27,95,27,90,29,,,
1753,27,82,27,88,27,95,27,90,29,,,
1754,27,82,27,88,27,95,27,90,29,,,
1755,27,82,27,89,27,95,27,90,29,,,
1756,27,82,27,89,27,95,27,90,29,,,
1757,27,82,27,89,27,95,27,90,29,,,
1758,27,82,27,89,27,95,27,90,29,,,
1759,27,82,27,89,27,95,27,90,29,,,
1760,27,82,27,89,27,95,27,90,29,,,
1761,27,82,27,89,27,95,27,90,29,,,
1762,27,82,27,88,27,95,27,90,29,,,
1763,27,82,27,88,28,95,27,90,29,,,
1764,27,82,27,89,28,95,27,90,29,,,
1765,27,82,27,89,28,95,27,90,29,,,
1766,27,82,27,89,28,95,27,89,29,,,
1767,27,81,27,89,28,95,27,89,29,,,
1768,27,82,27,89,28,95,27,90,29,,,
1769,27,82,27,88,28,95,27,89,29,,,
1770,27,82,27,88,28,95,27,90,29,,,
1771,28,83,27,88,28,95,27,89,29,,,
1772,28,83,27,88,28,95,27,90,29,,,
1773,28,83,27,89,28,95,27,89,29,,,
1774,28,83,27,89,28,95,27,89,29,,,
1775,28,83,27,88,28,95,27,89,29,,,
1776,28,83,27,88,28,95,27,89,29,,,
1777,28,83,27,88,28,95,27,89,29,,,
1778,28,83,27,89,28,95,27,89,29,,,
1779,28,83,27,88,28,95,27,89,29,,,
1780,28,83,27,88,28,95,27,89,29,,,
1781,28,83,27,88,28,95,27,89,29,,,
1782,28,83,27,88,28,95,27,89,29,,,
1783,28,83,27,88,28,95,27,89,29,,,
1784,28,83,27,88,28,95,27,89,29,,,
1785,28,82,27,88,28,95,27,89,29,,,
1786,28,82,27,89,28,95,27,89,29,,,
1787,28,82,27,88,28,95,27,89,29,,,
1788,28,82,27,88,28,95,27,89,29,,,
1789,28,82,27,88,28,95,27,89,29,,,
1790,28,82,27,88,28,95,27,89,29,,,
1791,28,82,27,88,28,95,27,89,29,,,
1792,28,82,27,88,28,95,27,89,29,,,
1793,28,82,27,88,28,95,27,89,29,,,
1794,28,82,27,88,28,95,27,89,29,,,
1795,28,82,27,88,28,95,27,89,29,,,
1796,28,82,27,88,28,95,27,89,29,,,
1797,28,82,27,88,28,95,27,89,29,,,
1798,28,82,27,88,28,95,27,89,29,,,
1799,28,82,27,88,28,95,27,89,29,,,
1800,28,82,27,88,28,95,27,89,29,,,
1801,28,82,27,88,28,95,27,89,29,,,
1802,28,82,27,88,28,95,27,89,29,,,
1803,28,82,27,88,28,95,27,89,29,,,
1804,28,82,27,87,28,95,27,89,29,,,
1805,28,82,27,88,28,95,27,89,29,,,
1806,28,82,27,88,28,95,27,89,29,,,
1807,28,81,27,88,28,95,27,88,29,,,
1808,28,81,27,87,28,95,27,88,29,,,
1809,28,82,27,88,28,95,27,88,29,,,
1810,28,82,27,88,28,95,27,88,29,,,
1811,28,81,27,88,28,95,27,88,29,,,
1812,28,81,27,88,28,95,27,88,29,,,
1813,28,81,27,88,28,95,27,88,29,,,
1814,28,81,27,88,28,95,27,88,29,,,
1815,28,81,27,88,28,95,27,88,29,,,
1816,28,81,27,87,28,95,27,88,29,,,
1817,28,81,27,87,28,95,27,88,29,,,
1818,28,81,27,87,28,95,27,88,29,,,
1819,28,81,27,88,28,95,27,88,29,,,
1820,28,81,27,87,28,95,27,88,29,,,
1821,28,81,27,88,28,95,27,88,29,,,
1822,28,81,27,87,28,95,27,88,29,,,
1823,28,81,28,88,28,95,27,88,29,,,
1824,28,81,28,88,28,95,27,88,29,,,
1825,28,81,28,88,28,95,27,88,29,,,
1826,28,81,28,88,28,95,27,87,29,,,
1827,28,81,28,88,28,95,27,87,29,,,
1828,28,81,28,88,28,95,27,87,29,,,
1829,28,80,28,88,28,95,27,87,29,,,
1830,28,80,28,88,28,95,27,87,29,,,
1831,28,80,28,88,28,95,27,87,29,,,
1832,28,80,28,88,28,95,27,87,29,,,
1833,28,80,28,88,28,95,27,87,29,,,
1834,28,80,28,88,28,95,27,87,29,,,
1835,28,80,28,88,28,95,27,87,29,,,
1836,28,80,28,88,28,95,27,87,29,,,
1837,28,80,28,88,28,95,27,87,29,,,
1838,28,80,28,88,28,95,27,87,29,,,
1839,28,80,28,88,28,95,27,87,29,,,
1840,28,80,28,87,28,95,27,87,29,,,
1841,28,80,28,87,28,95,27,87,29,,,
1842,28,80,28,87,28,95,27,87,29,,,
1843,28,80,28,87,28,95,27,87,29,,,
1844,28,80,28,87,28,95,27,87,29,,,
1845,28,80,28,87,28,95,27,87,29,,,
1846,28,80,28,87,28,95,27,87,29,,,
1847,28,80,28,87,28,95,27,86,29,,,
1848,28,80,28,87,28,95,27,86,29,,,
1849,28,80,28,87,28,95,27,86,29,,,
1850,28,79,28,87,28,95,27,86,29,,,
1851,28,79,28,87,28,95,27,86,29,,,
1852,28,79,28,87,28,95,27,86,29,,,
1853,28,79,28,87,28,95,27,86,29,,,
1854,28,79,28,87,28,95,27,86,29,,,
1855,28,79,28,87,28,95,27,87,29,,,
1856,28,79,28,87,28,95,27,86,29,,,
1857,28,79,28,86,28,95,27,86,29,,,
1858,28,79,28,86,28,95,27,86,29,,,
1859,28,79,28,86,28,95,27,86,29,,,
1860,28,79,28,86,28,95,27,86,29,,,
1861,28,79,28,86,28,95,27,86,29,,,
1862,28,79,28,86,28,95,27,86,29,,,
1863,28,79,28,86,28,95,27,86,29,,,
1864,28,79,28,86,28,95,27,86,29,,,
1865,28,78,28,86,28,94,27,86,29,,,
1866,28,79,28,86,28,94,27,86,29,,,
1867,28,79,28,86,28,95,27,85,29,,,
1868,28,78,28,86,28,94,27,86,29,,,
1869,28,78,28,86,28,94,27,85,29,,,
1870,28,78,28,86,28,94,28,86,29,,,
1871,28,78,28,86,28,94,28,85,29,,,
1872,28,78,28,86,28,94,28,86,29,,,
1873,28,78,28,86,28,94,28,86,29,,,
1874,28,78,28,86,28,95,28,86,29,,,
1875,28,78,28,85,28,94,28,85,29,,,
1876,28,78,28,85,28,94,28,85,29,,,
1877,28,78,28,86,28,94,28,86,29,,,
1878,28,78,28,85,28,93,28,86,29,,,
1879,28,78,28,85,28,94,28,86,29,,,
1880,28,78,28,85,28,94,28,86,29,,,
1881,28,78,28,85,28,94,28,86,29,,,
1882,28,78,28,85,28,95,28,86,29,,,
1883,28,78,28,85,28,94,28,85,29,,,
1884,28,77,28,85,28,94,28,86,29,,,
1885,28,77,28,85,28,93,28,86,29,,,
1886,28,77,28,85,28,93,28,86,29,,,
1887,28,77,28,85,28,93,28,85,29,,,
1888,28,77,28,85,28,93,28,85,29,,,
1889,28,77,28,85,28,93,28,85,29,,,
1890,28,77,28,85,28,93,28,85,29,,,
1891,28,77,28,84,28,93,28,85,29,,,
1892,28,77,28,84,28,93,28,85,29,,,
1893,28,77,28,84,28,93,28,85,29,,,
1894,28,77,28,84,28,94,28,85,29,,,
1895,28,77,28,84,28,93,28,85,29,,,
1896,28,77,28,84,28,93,28,85,29,,,
1897,28,77,28,84,28,93,28,85,29,,,
1898,28,77,28,84,28,92,28,85,29,,,
1899,28,77,28,84,28,93,28,85,29,,,
1900,28,77,28,84,28,93,28,85,29,,,
1901,28,77,28,84,28,93,28,84,29,,,
1902,28,76,28,84,28,93,28,85,29,,,
1903,28,76,28,84,28,93,28,84,29,,,
1904,28,76,28,84,28,93,28,85,29,,,
1905,28,76,28,84,28,92,28,84,29,,,
1906,28,76,28,84,28,93,28,84,29,,,
1907,28,76,28,83,28,92,28,84,29,,,
1908,28,76,28,83,28,92,28,84,29,,,
1909,28,76,28,83,28,92,28,84,29,,,
1910,28,76,28,83,28,92,28,84,29,,,
1911,28,76,28,84,28,92,28,84,29,,,
1912,28,76,28,83,28,92,28,84,29,,,
1913,28,76,28,83,28,92,28,84,29,,,
1914,28,76,28,83,28,91,28,84,29,,,
1915,28,76,28,83,28,92,28,84,29,,,
1916,28,76,28,83,28,92,28,84,29,,,
1917,28,76,28,83,28,92,28,84,29,,,
1918,28,76,28,83,28,92,28,84,29,,,
1919,28,76,28,83,28,92,28,84,29,,,
1920,28,76,28,83,28,92,28,84,29,,,
